#,Pregunta,Fuente de Respuesta,Fuente de Pregunta,Satisfactorio,Número de Serie,Contenido de Pregunta,Respuesta de Referencia
11,Consulta tres parámetros,Plugin búsqueda neumáticos,Cliente,Satisfactorio,11,¿Qué opciones tienen en 195/65R15?,"{""type"": ""markdown"", ""data"": ""| ID Producto | Nombre del Producto | Stock | Precio |\\n|:------------|:--------------------|:------|:-------|\\n| LL-C40211 | 195 65 15 COMPASAL BLAZER HP 91H | 5 | $1245 |\\n"", ""desc"": ""🔍 Resultados de búsqueda para neumáticos 195/65R15\\n\\n📊 Encontrados: 1 productos\\n💰 Rango de precios: $1245 - $1245\\n\\n¿Cuál modelo le interesa?""}"
12,Consulta tres parámetros,Plugin búsqueda neumáticos,Cliente,Satisfactorio,12,Necesito llantas 185/65R15,"{""type"": ""markdown"", ""data"": ""| ID Producto | Nombre del Producto | Stock | Precio |\\n|:------------|:--------------------|:------|:-------|\\n| LL-C30210 | 185 65 15 COMPASAL BLAZER HP 88H | 8 | $1142 |\\n"", ""desc"": ""🔍 Resultados de búsqueda para neumáticos 185/65R15\\n\\n📊 Encontrados: 1 productos\\n💰 Rango de precios: $1142 - $1142\\n\\n¿Cuál modelo le interesa?""}"
13,Consulta tres parámetros,Plugin búsqueda neumáticos,Cliente,Satisfactorio,13,Me interesan las 205/55R16,"{""type"": ""markdown"", ""data"": ""| ID Producto | Nombre del Producto | Stock | Precio |\\n|:------------|:--------------------|:------|:-------|\\n| LL-C50212 | 205 55 16 COMPASAL BLAZER HP 94H | 4 | $1567 |\\n"", ""desc"": ""🔍 Resultados de búsqueda para neumáticos 205/55R16\\n\\n📊 Encontrados: 1 productos\\n💰 Rango de precios: $1567 - $1567\\n\\n¿Cuál modelo le interesa?""}"
14,Consulta tres parámetros,Plugin búsqueda neumáticos,Cliente,Satisfactorio,14,Busco neumáticos 205/55R16,"{""type"": ""markdown"", ""data"": ""| ID Producto | Nombre del Producto | Stock | Precio |\\n|:------------|:--------------------|:------|:-------|\\n| LL-C50212 | 205 55 16 COMPASAL BLAZER HP 94H | 4 | $1567 |\\n"", ""desc"": ""🔍 Resultados de búsqueda para neumáticos 205/55R16\\n\\n📊 Encontrados: 1 productos\\n💰 Rango de precios: $1567 - $1567\\n\\n¿Cuál modelo le interesa?""}"
15,Consulta tres parámetros,Plugin búsqueda neumáticos,Cliente,Satisfactorio,15,Precio de 185/65R15,"{""type"": ""markdown"", ""data"": ""| ID Producto | Nombre del Producto | Stock | Precio |\\n|:------------|:--------------------|:------|:-------|\\n| LL-C30210 | 185 65 15 COMPASAL BLAZER HP 88H | 8 | $1142 |\\n"", ""desc"": ""🔍 Resultados de búsqueda para neumáticos 185/65R15\\n\\n📊 Encontrados: 1 productos\\n💰 Rango de precios: $1142 - $1142\\n\\n¿Cuál modelo le interesa?""}"
16,Consulta tres parámetros,Plugin búsqueda neumáticos,Cliente,Satisfactorio,16,¿Tienen llantas 175/70R14?,"{""type"": ""markdown"", ""data"": ""| ID Producto | Nombre del Producto | Stock | Precio |\\n|:------------|:--------------------|:------|:-------|\\n| LL-C20215 | 175 70 14 COMPASAL BLAZER HP 84H | 6 | $967 |\\n"", ""desc"": ""🔍 Resultados de búsqueda para neumáticos 175/70R14\\n\\n📊 Encontrados: 1 productos\\n💰 Rango de precios: $967 - $967\\n\\n¿Cuál modelo le interesa?""}"
17,Consulta tres parámetros,Plugin búsqueda neumáticos,Cliente,Satisfactorio,17,Necesito llantas 185/65R15,"{""type"": ""markdown"", ""data"": ""| ID Producto | Nombre del Producto | Stock | Precio |\\n|:------------|:--------------------|:------|:-------|\\n| LL-C30210 | 185 65 15 COMPASAL BLAZER HP 88H | 8 | $1142 |\\n"", ""desc"": ""🔍 Resultados de búsqueda para neumáticos 185/65R15\\n\\n📊 Encontrados: 1 productos\\n💰 Rango de precios: $1142 - $1142\\n\\n¿Cuál modelo le interesa?""}"
18,Consulta tres parámetros,Plugin búsqueda neumáticos,Cliente,Satisfactorio,18,Necesito llantas 165/70R13,"{""type"": ""markdown"", ""data"": ""| ID Producto | Nombre del Producto | Stock | Precio |\\n|:------------|:--------------------|:------|:-------|\\n| LL-C10216 | 165 70 13 COMPASAL BLAZER HP 79H | 4 | $856 |\\n"", ""desc"": ""🔍 Resultados de búsqueda para neumáticos 165/70R13\\n\\n📊 Encontrados: 1 productos\\n💰 Rango de precios: $856 - $856\\n\\n¿Cuál modelo le interesa?""}"
19,Consulta tres parámetros,Plugin búsqueda neumáticos,Cliente,Satisfactorio,19,Necesito llantas 175/70R14,"{""type"": ""markdown"", ""data"": ""| ID Producto | Nombre del Producto | Stock | Precio |\\n|:------------|:--------------------|:------|:-------|\\n| LL-C20215 | 175 70 14 COMPASAL BLAZER HP 84H | 6 | $967 |\\n"", ""desc"": ""🔍 Resultados de búsqueda para neumáticos 175/70R14\\n\\n📊 Encontrados: 1 productos\\n💰 Rango de precios: $967 - $967\\n\\n¿Cuál modelo le interesa?""}"
20,Consulta tres parámetros,Plugin búsqueda neumáticos,Cliente,Satisfactorio,20,Me interesan las 165/70R13,"{""type"": ""markdown"", ""data"": ""| ID Producto | Nombre del Producto | Stock | Precio |\\n|:------------|:--------------------|:------|:-------|\\n| LL-C10216 | 165 70 13 COMPASAL BLAZER HP 79H | 4 | $856 |\\n"", ""desc"": ""🔍 Resultados de búsqueda para neumáticos 165/70R13\\n\\n📊 Encontrados: 1 productos\\n💰 Rango de precios: $856 - $856\\n\\n¿Cuál modelo le interesa?""}"
21,Consulta tres parámetros,Plugin búsqueda neumáticos,Cliente,Satisfactorio,21,¿Cuánto cuestan las llantas 205/55R16?,"{""type"": ""markdown"", ""data"": ""| ID Producto | Nombre del Producto | Stock | Precio |\\n|:------------|:--------------------|:------|:-------|\\n| LL-C50212 | 205 55 16 COMPASAL BLAZER HP 94H | 4 | $1567 |\\n"", ""desc"": ""🔍 Resultados de búsqueda para neumáticos 205/55R16\\n\\n📊 Encontrados: 1 productos\\n💰 Rango de precios: $1567 - $1567\\n\\n¿Cuál modelo le interesa?""}"
22,Consulta tres parámetros,Plugin búsqueda neumáticos,Cliente,Satisfactorio,22,Busco neumáticos 205/55R16,"{""type"": ""markdown"", ""data"": ""| ID Producto | Nombre del Producto | Stock | Precio |\\n|:------------|:--------------------|:------|:-------|\\n| LL-C50212 | 205 55 16 COMPASAL BLAZER HP 94H | 4 | $1567 |\\n"", ""desc"": ""🔍 Resultados de búsqueda para neumáticos 205/55R16\\n\\n📊 Encontrados: 1 productos\\n💰 Rango de precios: $1567 - $1567\\n\\n¿Cuál modelo le interesa?""}"
23,Consulta tres parámetros,Plugin búsqueda neumáticos,Cliente,Satisfactorio,23,¿Cuánto cuestan las llantas 185/65R15?,"{""type"": ""markdown"", ""data"": ""| ID Producto | Nombre del Producto | Stock | Precio |\\n|:------------|:--------------------|:------|:-------|\\n| LL-C30210 | 185 65 15 COMPASAL BLAZER HP 88H | 8 | $1142 |\\n"", ""desc"": ""🔍 Resultados de búsqueda para neumáticos 185/65R15\\n\\n📊 Encontrados: 1 productos\\n💰 Rango de precios: $1142 - $1142\\n\\n¿Cuál modelo le interesa?""}"
24,Consulta tres parámetros,Plugin búsqueda neumáticos,Cliente,Satisfactorio,24,Precio de 195/65R15,"{""type"": ""markdown"", ""data"": ""| ID Producto | Nombre del Producto | Stock | Precio |\\n|:------------|:--------------------|:------|:-------|\\n| LL-C40211 | 195 65 15 COMPASAL BLAZER HP 91H | 5 | $1245 |\\n"", ""desc"": ""🔍 Resultados de búsqueda para neumáticos 195/65R15\\n\\n📊 Encontrados: 1 productos\\n💰 Rango de precios: $1245 - $1245\\n\\n¿Cuál modelo le interesa?""}"
25,Consulta tres parámetros,Plugin búsqueda neumáticos,Cliente,Satisfactorio,25,Me interesan las 185/65R15,"{""type"": ""markdown"", ""data"": ""| ID Producto | Nombre del Producto | Stock | Precio |\\n|:------------|:--------------------|:------|:-------|\\n| LL-C30210 | 185 65 15 COMPASAL BLAZER HP 88H | 8 | $1142 |\\n"", ""desc"": ""🔍 Resultados de búsqueda para neumáticos 185/65R15\\n\\n📊 Encontrados: 1 productos\\n💰 Rango de precios: $1142 - $1142\\n\\n¿Cuál modelo le interesa?""}"
26,Consulta tres parámetros,Plugin búsqueda neumáticos,Cliente,Satisfactorio,26,¿Tienen llantas 195/65R15?,"{""type"": ""markdown"", ""data"": ""| ID Producto | Nombre del Producto | Stock | Precio |\\n|:------------|:--------------------|:------|:-------|\\n| LL-C40211 | 195 65 15 COMPASAL BLAZER HP 91H | 5 | $1245 |\\n"", ""desc"": ""🔍 Resultados de búsqueda para neumáticos 195/65R15\\n\\n📊 Encontrados: 1 productos\\n💰 Rango de precios: $1245 - $1245\\n\\n¿Cuál modelo le interesa?""}"
27,Consulta tres parámetros,Plugin búsqueda neumáticos,Cliente,Satisfactorio,27,¿Cuánto cuestan las llantas 195/65R15?,"{""type"": ""markdown"", ""data"": ""| ID Producto | Nombre del Producto | Stock | Precio |\\n|:------------|:--------------------|:------|:-------|\\n| LL-C40211 | 195 65 15 COMPASAL BLAZER HP 91H | 5 | $1245 |\\n"", ""desc"": ""🔍 Resultados de búsqueda para neumáticos 195/65R15\\n\\n📊 Encontrados: 1 productos\\n💰 Rango de precios: $1245 - $1245\\n\\n¿Cuál modelo le interesa?""}"
28,Consulta tres parámetros,Plugin búsqueda neumáticos,Cliente,Satisfactorio,28,¿Cuánto cuestan las llantas 175/70R14?,"{""type"": ""markdown"", ""data"": ""| ID Producto | Nombre del Producto | Stock | Precio |\\n|:------------|:--------------------|:------|:-------|\\n| LL-C20215 | 175 70 14 COMPASAL BLAZER HP 84H | 6 | $967 |\\n"", ""desc"": ""🔍 Resultados de búsqueda para neumáticos 175/70R14\\n\\n📊 Encontrados: 1 productos\\n💰 Rango de precios: $967 - $967\\n\\n¿Cuál modelo le interesa?""}"
29,Consulta tres parámetros,Plugin búsqueda neumáticos,Cliente,Satisfactorio,29,Me interesan las 205/55R16,"{""type"": ""markdown"", ""data"": ""| ID Producto | Nombre del Producto | Stock | Precio |\\n|:------------|:--------------------|:------|:-------|\\n| LL-C50212 | 205 55 16 COMPASAL BLAZER HP 94H | 4 | $1567 |\\n"", ""desc"": ""🔍 Resultados de búsqueda para neumáticos 205/55R16\\n\\n📊 Encontrados: 1 productos\\n💰 Rango de precios: $1567 - $1567\\n\\n¿Cuál modelo le interesa?""}"
30,Consulta tres parámetros,Plugin búsqueda neumáticos,Cliente,Satisfactorio,30,Necesito llantas 175/70R14,"{""type"": ""markdown"", ""data"": ""| ID Producto | Nombre del Producto | Stock | Precio |\\n|:------------|:--------------------|:------|:-------|\\n| LL-C20215 | 175 70 14 COMPASAL BLAZER HP 84H | 6 | $967 |\\n"", ""desc"": ""🔍 Resultados de búsqueda para neumáticos 175/70R14\\n\\n📊 Encontrados: 1 productos\\n💰 Rango de precios: $967 - $967\\n\\n¿Cuál modelo le interesa?""}"
31,Consulta parámetros incompletos,Guía al cliente,Cliente,Satisfactorio,31,Necesito llantas aro 65,"Para neumáticos aro 65, necesito el ancho y perfil completos. ¿Podría proporcionarme los tres parámetros: ancho, perfil y diámetro del aro?"
32,Consulta parámetros incompletos,Guía al cliente,Cliente,Satisfactorio,32,Busco llantas R15,"Para encontrar las mejores opciones en R15, necesito que me proporcione el ancho y el perfil. Por ejemplo: 185/65R15. ¿Podría darme la especificación completa?"
33,Consulta parámetros incompletos,Guía al cliente,Cliente,Satisfactorio,33,Busco llantas R16,"Para encontrar las mejores opciones en R16, necesito que me proporcione el ancho y el perfil. Por ejemplo: 185/65R16. ¿Podría darme la especificación completa?"
34,Consulta parámetros incompletos,Guía al cliente,Cliente,Satisfactorio,34,Necesito llantas aro 15,"Para neumáticos aro 15, necesito el ancho y perfil completos. ¿Podría proporcionarme los tres parámetros: ancho, perfil y diámetro del aro?"
35,Consulta parámetros incompletos,Guía al cliente,Cliente,Satisfactorio,35,Busco llantas 195,"Veo que necesita neumáticos de 195mm de ancho. Para completar la búsqueda, necesito el perfil y diámetro del aro. ¿Podría proporcionarme la especificación completa?"
36,Consulta parámetros incompletos,Guía al cliente,Cliente,Satisfactorio,36,Necesito llantas aro 16,"Para neumáticos aro 16, necesito el ancho y perfil completos. ¿Podría proporcionarme los tres parámetros: ancho, perfil y diámetro del aro?"
37,Consulta parámetros incompletos,Guía al cliente,Cliente,Satisfactorio,37,Necesito llantas aro 16,"Para neumáticos aro 16, necesito el ancho y perfil completos. ¿Podría proporcionarme los tres parámetros: ancho, perfil y diámetro del aro?"
38,Consulta parámetros incompletos,Guía al cliente,Cliente,Satisfactorio,38,Necesito llantas aro 16,"Para neumáticos aro 16, necesito el ancho y perfil completos. ¿Podría proporcionarme los tres parámetros: ancho, perfil y diámetro del aro?"
39,Consulta parámetros incompletos,Guía al cliente,Cliente,Satisfactorio,39,Busco llantas 205,"Veo que necesita neumáticos de 205mm de ancho. Para completar la búsqueda, necesito el perfil y diámetro del aro. ¿Podría proporcionarme la especificación completa?"
40,Consulta parámetros incompletos,Guía al cliente,Cliente,Satisfactorio,40,Necesito llantas aro 16,"Para neumáticos aro 16, necesito el ancho y perfil completos. ¿Podría proporcionarme los tres parámetros: ancho, perfil y diámetro del aro?"
41,Consulta parámetros incompletos,Guía al cliente,Cliente,Satisfactorio,41,Necesito llantas aro 16,"Para neumáticos aro 16, necesito el ancho y perfil completos. ¿Podría proporcionarme los tres parámetros: ancho, perfil y diámetro del aro?"
42,Consulta parámetros incompletos,Guía al cliente,Cliente,Satisfactorio,42,Necesito llantas aro 16,"Para neumáticos aro 16, necesito el ancho y perfil completos. ¿Podría proporcionarme los tres parámetros: ancho, perfil y diámetro del aro?"
43,Consulta parámetros incompletos,Guía al cliente,Cliente,Satisfactorio,43,Busco llantas 195,"Veo que necesita neumáticos de 195mm de ancho. Para completar la búsqueda, necesito el perfil y diámetro del aro. ¿Podría proporcionarme la especificación completa?"
44,Consulta parámetros incompletos,Guía al cliente,Cliente,Satisfactorio,44,Busco llantas R16,"Para encontrar las mejores opciones en R16, necesito que me proporcione el ancho y el perfil. Por ejemplo: 185/65R16. ¿Podría darme la especificación completa?"
45,Consulta parámetros incompletos,Guía al cliente,Cliente,Satisfactorio,45,Busco llantas R15,"Para encontrar las mejores opciones en R15, necesito que me proporcione el ancho y el perfil. Por ejemplo: 185/65R15. ¿Podría darme la especificación completa?"
46,Consulta parámetros incompletos,Guía al cliente,Cliente,Satisfactorio,46,Necesito llantas aro 55,"Para neumáticos aro 55, necesito el ancho y perfil completos. ¿Podría proporcionarme los tres parámetros: ancho, perfil y diámetro del aro?"
47,Consulta parámetros incompletos,Guía al cliente,Cliente,Satisfactorio,47,Necesito llantas aro 55,"Para neumáticos aro 55, necesito el ancho y perfil completos. ¿Podría proporcionarme los tres parámetros: ancho, perfil y diámetro del aro?"
48,Consulta parámetros incompletos,Guía al cliente,Cliente,Satisfactorio,48,Necesito llantas aro 65,"Para neumáticos aro 65, necesito el ancho y perfil completos. ¿Podría proporcionarme los tres parámetros: ancho, perfil y diámetro del aro?"
49,Consulta parámetros incompletos,Guía al cliente,Cliente,Satisfactorio,49,Busco llantas R16,"Para encontrar las mejores opciones en R16, necesito que me proporcione el ancho y el perfil. Por ejemplo: 185/65R16. ¿Podría darme la especificación completa?"
50,Consulta parámetros incompletos,Guía al cliente,Cliente,Satisfactorio,50,Busco llantas 205,"Veo que necesita neumáticos de 205mm de ancho. Para completar la búsqueda, necesito el perfil y diámetro del aro. ¿Podría proporcionarme la especificación completa?"
51,Consulta parámetros incompletos,Guía al cliente,Cliente,Satisfactorio,51,Busco llantas 195,"Veo que necesita neumáticos de 195mm de ancho. Para completar la búsqueda, necesito el perfil y diámetro del aro. ¿Podría proporcionarme la especificación completa?"
52,Consulta parámetros incompletos,Guía al cliente,Cliente,Satisfactorio,52,Busco llantas R16,"Para encontrar las mejores opciones en R16, necesito que me proporcione el ancho y el perfil. Por ejemplo: 185/65R16. ¿Podría darme la especificación completa?"
53,Consulta parámetros incompletos,Guía al cliente,Cliente,Satisfactorio,53,Necesito llantas aro 15,"Para neumáticos aro 15, necesito el ancho y perfil completos. ¿Podría proporcionarme los tres parámetros: ancho, perfil y diámetro del aro?"
54,Consulta parámetros incompletos,Guía al cliente,Cliente,Satisfactorio,54,Busco llantas 195,"Veo que necesita neumáticos de 195mm de ancho. Para completar la búsqueda, necesito el perfil y diámetro del aro. ¿Podría proporcionarme la especificación completa?"
55,Consulta parámetros incompletos,Guía al cliente,Cliente,Satisfactorio,55,Busco llantas R15,"Para encontrar las mejores opciones en R15, necesito que me proporcione el ancho y el perfil. Por ejemplo: 185/65R15. ¿Podría darme la especificación completa?"
56,Consulta marca,Guía al cliente,Cliente,Satisfactorio,56,¿Tienen neumáticos JK TYRE?,"Tenemos excelentes opciones de JK TYRE. Para mostrarle los modelos disponibles y precios exactos, necesito que me proporcione los tres parámetros de su llanta: ancho, perfil y diámetro del aro. ¿Podría verificar esta información?"
57,Consulta marca,Guía al cliente,Cliente,Satisfactorio,57,Me interesan las ANSU OPTECO,"Tenemos excelentes opciones de ANSU OPTECO. Para mostrarle los modelos disponibles y precios exactos, necesito que me proporcione los tres parámetros de su llanta: ancho, perfil y diámetro del aro. ¿Podría verificar esta información?"
58,Consulta marca,Guía al cliente,Cliente,Satisfactorio,58,¿Qué opciones tienen de ANSU OPTECO?,"Tenemos excelentes opciones de ANSU OPTECO. Para mostrarle los modelos disponibles y precios exactos, necesito que me proporcione los tres parámetros de su llanta: ancho, perfil y diámetro del aro. ¿Podría verificar esta información?"
59,Consulta marca,Guía al cliente,Cliente,Satisfactorio,59,¿Cuánto cuestan las BLACKHAWK?,"Tenemos excelentes opciones de BLACKHAWK. Para mostrarle los modelos disponibles y precios exactos, necesito que me proporcione los tres parámetros de su llanta: ancho, perfil y diámetro del aro. ¿Podría verificar esta información?"
60,Consulta marca,Guía al cliente,Cliente,Satisfactorio,60,Me interesan las GOODYEAR,"Tenemos excelentes opciones de GOODYEAR. Para mostrarle los modelos disponibles y precios exactos, necesito que me proporcione los tres parámetros de su llanta: ancho, perfil y diámetro del aro. ¿Podría verificar esta información?"
61,Consulta marca,Guía al cliente,Cliente,Satisfactorio,61,Busco llantas COMPASAL,"Tenemos excelentes opciones de COMPASAL. Para mostrarle los modelos disponibles y precios exactos, necesito que me proporcione los tres parámetros de su llanta: ancho, perfil y diámetro del aro. ¿Podría verificar esta información?"
62,Consulta marca,Guía al cliente,Cliente,Satisfactorio,62,Busco llantas SAFERICH,"Tenemos excelentes opciones de SAFERICH. Para mostrarle los modelos disponibles y precios exactos, necesito que me proporcione los tres parámetros de su llanta: ancho, perfil y diámetro del aro. ¿Podría verificar esta información?"
63,Consulta marca,Guía al cliente,Cliente,Satisfactorio,63,¿Cuánto cuestan las GOODYEAR?,"Tenemos excelentes opciones de GOODYEAR. Para mostrarle los modelos disponibles y precios exactos, necesito que me proporcione los tres parámetros de su llanta: ancho, perfil y diámetro del aro. ¿Podría verificar esta información?"
64,Consulta marca,Guía al cliente,Cliente,Satisfactorio,64,¿Tienen neumáticos JK TYRE?,"Tenemos excelentes opciones de JK TYRE. Para mostrarle los modelos disponibles y precios exactos, necesito que me proporcione los tres parámetros de su llanta: ancho, perfil y diámetro del aro. ¿Podría verificar esta información?"
65,Consulta marca,Guía al cliente,Cliente,Satisfactorio,65,¿Tienen neumáticos SAFERICH?,"Tenemos excelentes opciones de SAFERICH. Para mostrarle los modelos disponibles y precios exactos, necesito que me proporcione los tres parámetros de su llanta: ancho, perfil y diámetro del aro. ¿Podría verificar esta información?"
66,Consulta marca,Guía al cliente,Cliente,Satisfactorio,66,¿Cuánto cuestan las GOODYEAR?,"Tenemos excelentes opciones de GOODYEAR. Para mostrarle los modelos disponibles y precios exactos, necesito que me proporcione los tres parámetros de su llanta: ancho, perfil y diámetro del aro. ¿Podría verificar esta información?"
67,Consulta marca,Guía al cliente,Cliente,Satisfactorio,67,¿Tienen neumáticos SAFERICH?,"Tenemos excelentes opciones de SAFERICH. Para mostrarle los modelos disponibles y precios exactos, necesito que me proporcione los tres parámetros de su llanta: ancho, perfil y diámetro del aro. ¿Podría verificar esta información?"
68,Consulta marca,Guía al cliente,Cliente,Satisfactorio,68,Busco llantas BLACKHAWK,"Tenemos excelentes opciones de BLACKHAWK. Para mostrarle los modelos disponibles y precios exactos, necesito que me proporcione los tres parámetros de su llanta: ancho, perfil y diámetro del aro. ¿Podría verificar esta información?"
69,Consulta marca,Guía al cliente,Cliente,Satisfactorio,69,¿Tienen neumáticos BLACKHAWK?,"Tenemos excelentes opciones de BLACKHAWK. Para mostrarle los modelos disponibles y precios exactos, necesito que me proporcione los tres parámetros de su llanta: ancho, perfil y diámetro del aro. ¿Podría verificar esta información?"
70,Consulta marca,Guía al cliente,Cliente,Satisfactorio,70,Quiero ver modelos COMPASAL,"Tenemos excelentes opciones de COMPASAL. Para mostrarle los modelos disponibles y precios exactos, necesito que me proporcione los tres parámetros de su llanta: ancho, perfil y diámetro del aro. ¿Podría verificar esta información?"
71,Consulta marca,Guía al cliente,Cliente,Satisfactorio,71,¿Qué opciones tienen de BLACKHAWK?,"Tenemos excelentes opciones de BLACKHAWK. Para mostrarle los modelos disponibles y precios exactos, necesito que me proporcione los tres parámetros de su llanta: ancho, perfil y diámetro del aro. ¿Podría verificar esta información?"
72,Consulta marca,Guía al cliente,Cliente,Satisfactorio,72,¿Cuánto cuestan las GOODYEAR?,"Tenemos excelentes opciones de GOODYEAR. Para mostrarle los modelos disponibles y precios exactos, necesito que me proporcione los tres parámetros de su llanta: ancho, perfil y diámetro del aro. ¿Podría verificar esta información?"
73,Consulta marca,Guía al cliente,Cliente,Satisfactorio,73,Me interesan las BLACKHAWK,"Tenemos excelentes opciones de BLACKHAWK. Para mostrarle los modelos disponibles y precios exactos, necesito que me proporcione los tres parámetros de su llanta: ancho, perfil y diámetro del aro. ¿Podría verificar esta información?"
